,Name,Model Idx,Epoch,KL,Rho,A-Norm,B-Norm
0,Gaussian,0,0,0.19225752353668213,0.7000011205673218,10.0,0.0
1,Bimodal,1,0,0.4841153025627136,0.7000011205673218,10.0,0.0
2,Soft Trimodal,2,0,0.31969746947288513,0.7000011205673218,10.0,0.0
3,Edgy Trimodal,3,0,0.44883033633232117,0.7000011205673218,10.0,0.0
4,Gaussian,0,1,0.15268215537071228,0.7155948877334595,10.222803115844727,1.6586172580718994
5,Bimodal,1,1,0.20317724347114563,0.7155948877334595,10.222803115844727,5.6866912841796875
6,Soft Trimodal,2,1,0.1940486580133438,0.7155948877334595,10.222803115844727,2.9473390579223633
7,Edgy Trimodal,3,1,0.2588028013706207,0.7155948877334595,10.222803115844727,3.792755603790283
8,Gaussian,0,2,0.12234822660684586,0.7304747700691223,10.435344696044922,3.078172445297241
9,Bimodal,1,2,0.0867467075586319,0.7304739356040955,10.435338973999023,9.106691360473633
10,Soft Trimodal,2,2,0.11910485476255417,0.7304755449295044,10.435342788696289,5.1844353675842285
11,Edgy Trimodal,3,2,0.14101600646972656,0.730475127696991,10.435341835021973,6.630908489227295
12,Gaussian,0,3,0.09971805661916733,0.7453290820121765,10.64753532409668,4.258426189422607
13,Bimodal,1,3,0.04334726557135582,0.7453262805938721,10.647531509399414,11.11373519897461
14,Soft Trimodal,2,3,0.07605235278606415,0.7453294992446899,10.64753532409668,6.8103156089782715
15,Edgy Trimodal,3,3,0.07580195367336273,0.745326578617096,10.647534370422363,8.642096519470215
16,Gaussian,0,4,0.08177150785923004,0.759815514087677,10.85447883605957,5.2502360343933105
17,Bimodal,1,4,0.025961298495531082,0.7598146796226501,10.85446834564209,12.229754447937012
18,Soft Trimodal,2,4,0.05067981407046318,0.7598138451576233,10.854475021362305,7.977390766143799
19,Edgy Trimodal,3,4,0.047194141894578934,0.7598122358322144,10.854471206665039,9.94861888885498
20,Gaussian,0,5,0.06725160777568817,0.7739248275756836,11.056061744689941,6.078599452972412
21,Bimodal,1,5,0.02071998454630375,0.7739254236221313,11.056050300598145,12.890321731567383
22,Soft Trimodal,2,5,0.037929218262434006,0.7739259004592896,11.056057929992676,8.760007858276367
23,Edgy Trimodal,3,5,0.036563292145729065,0.7739247679710388,11.056055068969727,10.761152267456055
24,Gaussian,0,6,0.05650322884321213,0.7880383729934692,11.257644653320312,6.733855724334717
25,Bimodal,1,6,0.018451755866408348,0.7880356311798096,11.257634162902832,13.322564125061035
26,Soft Trimodal,2,6,0.0328788161277771,0.7880357503890991,11.257640838623047,9.262533187866211
27,Edgy Trimodal,3,6,0.031729575246572495,0.7880353331565857,11.257637023925781,11.300251960754395
28,Gaussian,0,7,0.04963674396276474,0.8016932606697083,11.452741622924805,7.2173542976379395
29,Bimodal,1,7,0.017210735008120537,0.8016932010650635,11.452730178833008,13.62955379486084
30,Soft Trimodal,2,7,0.03057611733675003,0.8016935586929321,11.452736854553223,9.601466178894043
31,Edgy Trimodal,3,7,0.02915426716208458,0.8016909956932068,11.452733039855957,11.682134628295898
32,Gaussian,0,8,0.04598478227853775,0.8150636553764343,11.643714904785156,7.556410312652588
33,Bimodal,1,8,0.01645742543041706,0.8150608539581299,11.643701553344727,13.859619140625
34,Soft Trimodal,2,8,0.029474133625626564,0.8150615692138672,11.643710136413574,9.839493751525879
35,Edgy Trimodal,3,8,0.027667438611388206,0.8150615692138672,11.643706321716309,11.965055465698242
36,Gaussian,0,9,0.04441835358738899,0.8284290432929993,11.834688186645508,7.786322116851807
37,Bimodal,1,9,0.015974711626768112,0.8284289836883545,11.834675788879395,14.039461135864258
38,Soft Trimodal,2,9,0.028972197324037552,0.8284320831298828,11.834683418273926,10.012228012084961
39,Edgy Trimodal,3,9,0.026770979166030884,0.8284295201301575,11.83467960357666,12.1825532913208
40,Gaussian,0,10,0.04402494430541992,0.8416330814361572,12.023332595825195,7.939741134643555
41,Bimodal,1,10,0.015653153881430626,0.8416341543197632,12.023321151733398,14.185063362121582
42,Soft Trimodal,2,10,0.028791839256882668,0.8416336178779602,12.02332878112793,10.141721725463867
43,Edgy Trimodal,3,10,0.02621653489768505,0.8416342735290527,12.023324012756348,12.355281829833984
44,Gaussian,0,11,0.0443270243704319,0.8542594313621521,12.203697204589844,8.040644645690918
45,Bimodal,1,11,0.015431458130478859,0.8542588353157043,12.203685760498047,14.306108474731445
46,Soft Trimodal,2,11,0.028788011521100998,0.8542600870132446,12.203692436218262,10.241800308227539
47,Edgy Trimodal,3,11,0.02586708590388298,0.8542595505714417,12.203688621520996,12.496150016784668
48,Gaussian,0,12,0.045072946697473526,0.8668863773345947,12.384060859680176,8.106866836547852
49,Bimodal,1,12,0.015283501707017422,0.8668844103813171,12.384048461914062,14.409280776977539
50,Soft Trimodal,2,12,0.02891247346997261,0.8668854832649231,12.384056091308594,10.321662902832031
51,Edgy Trimodal,3,12,0.025664502754807472,0.8668850064277649,12.384051322937012,12.613968849182129
52,Gaussian,0,13,0.04607820883393288,0.8795118927955627,12.564423561096191,8.151148796081543
53,Bimodal,1,13,0.015187341719865799,0.8795101642608643,12.564412117004395,14.499370574951172
54,Soft Trimodal,2,13,0.029123753309249878,0.8795115947723389,12.56441879272461,10.387504577636719
55,Edgy Trimodal,3,13,0.025563647970557213,0.8795073628425598,12.564414978027344,12.71489143371582
56,Gaussian,0,14,0.047233209013938904,0.8919941186904907,12.742748260498047,8.1814546585083
57,Bimodal,1,14,0.015126959420740604,0.891991138458252,12.742732048034668,14.579728126525879
58,Soft Trimodal,2,14,0.029390577226877213,0.8919912576675415,12.742741584777832,10.44345760345459
59,Edgy Trimodal,3,14,0.02553233690559864,0.8919927477836609,12.742735862731934,12.803211212158203
60,Gaussian,0,15,0.04844007268548012,0.903877317905426,12.91250228881836,8.2025146484375
61,Bimodal,1,15,0.015088423155248165,0.9038752317428589,12.91248607635498,14.652382850646973
62,Soft Trimodal,2,15,0.02967935800552368,0.9038748741149902,12.912494659423828,10.49205493927002
63,Edgy Trimodal,3,15,0.025541579350829124,0.9038769602775574,12.91248893737793,12.881627082824707
64,Gaussian,0,0,0.19357682764530182,0.700001060962677,10.0,0.0
65,Bimodal,1,0,0.4740644097328186,0.700001060962677,10.0,0.0
66,Soft Trimodal,2,0,0.33751317858695984,0.700001060962677,10.0,0.0
67,Edgy Trimodal,3,0,0.42066895961761475,0.700001060962677,10.0,0.0
68,Gaussian,0,1,0.14652907848358154,0.7155973315238953,10.222803115844727,1.747145175933838
69,Bimodal,1,1,0.2086455523967743,0.7155973315238953,10.222803115844727,5.4505486488342285
70,Soft Trimodal,2,1,0.20973047614097595,0.7155973315238953,10.222803115844727,2.9612488746643066
71,Edgy Trimodal,3,1,0.2445278763771057,0.7155973315238953,10.222803115844727,3.6602182388305664
72,Gaussian,0,2,0.1101842075586319,0.7304746508598328,10.435343742370605,3.2276742458343506
73,Bimodal,1,2,0.10057889670133591,0.730474591255188,10.435338973999023,8.669698715209961
74,Soft Trimodal,2,2,0.1310090720653534,0.7304760813713074,10.435342788696289,5.115034103393555
75,Edgy Trimodal,3,2,0.1463746428489685,0.7304728627204895,10.435340881347656,6.247012615203857
76,Gaussian,0,3,0.08368811011314392,0.7453279495239258,10.647536277770996,4.435610771179199
77,Bimodal,1,3,0.06713537126779556,0.7453287839889526,10.647531509399414,10.435494422912598
78,Soft Trimodal,2,3,0.09316570311784744,0.7453277707099915,10.64753532409668,6.566018581390381
79,Edgy Trimodal,3,3,0.10121969133615494,0.7453283667564392,10.647534370422363,7.87841796875
80,Gaussian,0,4,0.06522312015295029,0.7598137855529785,10.85447883605957,5.391533851623535
81,Bimodal,1,4,0.05198482796549797,0.7598129510879517,10.854469299316406,11.536616325378418
82,Soft Trimodal,2,4,0.07744486629962921,0.7598145008087158,10.854475021362305,7.525805473327637
83,Edgy Trimodal,3,4,0.07960920035839081,0.7598161697387695,10.854472160339355,8.979955673217773
84,Gaussian,0,5,0.05257591977715492,0.7739246487617493,11.056060791015625,6.104971408843994
85,Bimodal,1,5,0.040796659886837006,0.7739254832267761,11.056052207946777,12.32802677154541
86,Soft Trimodal,2,5,0.06886488199234009,0.7739255428314209,11.056057929992676,8.198800086975098
87,Edgy Trimodal,3,5,0.06753556430339813,0.7739253640174866,11.056055068969727,9.760196685791016
88,Gaussian,0,6,0.043765660375356674,0.7880374193191528,11.257643699645996,6.627132892608643
89,Bimodal,1,6,0.03425360843539238,0.7880350947380066,11.257635116577148,12.910492897033691
90,Soft Trimodal,2,6,0.06205040588974953,0.7880353331565857,11.257640838623047,8.732474327087402
91,Edgy Trimodal,3,6,0.06185216084122658,0.7880358099937439,11.257637977600098,10.310593605041504
92,Gaussian,0,7,0.038594383746385574,0.8016920685768127,11.452740669250488,6.9952778816223145
93,Bimodal,1,7,0.03194507211446762,0.80169278383255,11.452730178833008,13.304366111755371
94,Soft Trimodal,2,7,0.05340118706226349,0.8016936182975769,11.452737808227539,9.21713638305664
95,Edgy Trimodal,3,7,0.058079637587070465,0.8016935586929321,11.45273494720459,10.735464096069336
96,Gaussian,0,8,0.03628435730934143,0.8150615692138672,11.64371395111084,7.243894577026367
97,Bimodal,1,8,0.029667193070054054,0.8150599598884583,11.643704414367676,13.615241050720215
98,Soft Trimodal,2,8,0.04401479288935661,0.8150632381439209,11.64371109008789,9.673666954040527
99,Edgy Trimodal,3,8,0.053833555430173874,0.8150610327720642,11.643707275390625,11.107775688171387
100,Gaussian,0,9,0.035593342036008835,0.8284302353858948,11.834688186645508,7.407516956329346
101,Bimodal,1,9,0.022794799879193306,0.8284298777580261,11.834677696228027,13.940638542175293
102,Soft Trimodal,2,9,0.036205653101205826,0.8284291625022888,11.834684371948242,10.082630157470703
103,Edgy Trimodal,3,9,0.0452866293489933,0.8284285664558411,11.834680557250977,11.510464668273926
104,Gaussian,0,10,0.03570970892906189,0.8416343331336975,12.023332595825195,7.513204097747803
105,Bimodal,1,10,0.017128031700849533,0.84163498878479,12.023322105407715,14.232376098632812
106,Soft Trimodal,2,10,0.029964102432131767,0.8416347503662109,12.023329734802246,10.443906784057617
107,Edgy Trimodal,3,10,0.03385395184159279,0.8416345119476318,12.023326873779297,11.949911117553711
108,Gaussian,0,11,0.03621217980980873,0.8542608022689819,12.203696250915527,7.580036163330078
109,Bimodal,1,11,0.01581173576414585,0.8542604446411133,12.203685760498047,14.41784381866455
110,Soft Trimodal,2,11,0.02719445526599884,0.8542585968971252,12.203693389892578,10.700590133666992
111,Edgy Trimodal,3,11,0.027667921036481857,0.8542585372924805,12.203690528869629,12.300671577453613
112,Gaussian,0,12,0.03695380687713623,0.8668850660324097,12.38405990600586,7.621020793914795
113,Bimodal,1,12,0.015208837576210499,0.8668854236602783,12.384049415588379,14.553326606750488
114,Soft Trimodal,2,12,0.025939101353287697,0.8668856620788574,12.384056091308594,10.878483772277832
115,Edgy Trimodal,3,12,0.025324340909719467,0.8668844699859619,12.384053230285645,12.547547340393066
116,Gaussian,0,13,0.03784841671586037,0.8795108199119568,12.564423561096191,7.645042896270752
117,Bimodal,1,13,0.014858714304864407,0.8795111179351807,12.564413070678711,14.661239624023438
118,Soft Trimodal,2,13,0.025352656841278076,0.8795104622840881,12.564419746398926,11.005127906799316
119,Edgy Trimodal,3,13,0.024212276563048363,0.8795083165168762,12.564416885375977,12.731730461120605
120,Gaussian,0,14,0.03884104639291763,0.891994297504425,12.742746353149414,7.658216953277588
121,Bimodal,1,14,0.014639163389801979,0.8919925093650818,12.742732048034668,14.752057075500488
122,Soft Trimodal,2,14,0.02509019337594509,0.891995906829834,12.742741584777832,11.098101615905762
123,Edgy Trimodal,3,14,0.023618072271347046,0.89199298620224,12.742737770080566,12.875134468078613
124,Gaussian,0,15,0.03986561298370361,0.9038785099983215,12.912500381469727,7.664768218994141
125,Bimodal,1,15,0.01449341606348753,0.903874397277832,12.912487030029297,14.831192970275879
126,Soft Trimodal,2,15,0.0249907486140728,0.9038767218589783,12.912494659423828,11.16949462890625
127,Edgy Trimodal,3,15,0.02326315827667713,0.9038756489753723,12.912491798400879,12.990653038024902
128,Gaussian,0,0,0.20356881618499756,0.7000007629394531,10.0,0.0
129,Bimodal,1,0,0.5737471580505371,0.7000007629394531,10.0,0.0
130,Soft Trimodal,2,0,0.3921884000301361,0.7000007629394531,10.0,0.0
131,Edgy Trimodal,3,0,0.5090254545211792,0.7000007629394531,10.0,0.0
132,Gaussian,0,1,0.16310344636440277,0.7155967950820923,10.222803115844727,1.6672011613845825
133,Bimodal,1,1,0.2655183970928192,0.7155967950820923,10.222803115844727,6.050713062286377
134,Soft Trimodal,2,1,0.24911081790924072,0.7155967950820923,10.222803115844727,3.267273426055908
135,Edgy Trimodal,3,1,0.30998650193214417,0.7155967950820923,10.222803115844727,4.0673136711120605
136,Gaussian,0,2,0.1316845417022705,0.7304747700691223,10.435344696044922,3.105339527130127
137,Bimodal,1,2,0.11463843286037445,0.7304741740226746,10.435340881347656,9.904109954833984
138,Soft Trimodal,2,2,0.16387341916561127,0.7304724454879761,10.435343742370605,5.782768726348877
139,Edgy Trimodal,3,2,0.18726767599582672,0.7304734587669373,10.435343742370605,7.169082164764404
140,Gaussian,0,3,0.10993877798318863,0.7453290224075317,10.64753532409668,4.280818462371826
141,Bimodal,1,3,0.052927542477846146,0.7453264594078064,10.64753246307373,12.020423889160156
142,Soft Trimodal,2,3,0.11734965443611145,0.7453274726867676,10.64753532409668,7.47232723236084
143,Edgy Trimodal,3,3,0.11661028116941452,0.7453274130821228,10.647534370422363,9.271902084350586
144,Gaussian,0,4,0.09374326467514038,0.7598130702972412,10.85447883605957,5.243364334106445
145,Bimodal,1,4,0.03051082231104374,0.75981205701828,10.854469299316406,13.183197975158691
146,Soft Trimodal,2,4,0.09145844727754593,0.7598121762275696,10.854475975036621,8.618175506591797
147,Edgy Trimodal,3,4,0.08117014169692993,0.7598121762275696,10.854473114013672,10.635395050048828
148,Gaussian,0,5,0.07972652465105057,0.7739240527153015,11.056061744689941,6.059578895568848
149,Bimodal,1,5,0.02283429354429245,0.773923397064209,11.056052207946777,13.858572006225586
150,Soft Trimodal,2,5,0.07402631640434265,0.7739241719245911,11.056057929992676,9.450862884521484
151,Edgy Trimodal,3,5,0.0560670867562294,0.7739235162734985,11.05605697631836,11.624650001525879
152,Gaussian,0,6,0.06729473173618317,0.7880349159240723,11.257644653320312,6.757389068603516
153,Bimodal,1,6,0.01986156590282917,0.7880340814590454,11.257635116577148,14.28919792175293
154,Soft Trimodal,2,6,0.059395626187324524,0.7880336046218872,11.257641792297363,10.128626823425293
155,Edgy Trimodal,3,6,0.04155599698424339,0.7880343198776245,11.257638931274414,12.380106925964355
156,Gaussian,0,7,0.05725564435124397,0.8016901612281799,11.452742576599121,7.3278727531433105
157,Bimodal,1,7,0.018248366191983223,0.8016910552978516,11.452730178833008,14.591743469238281
158,Soft Trimodal,2,7,0.048515964299440384,0.8016923069953918,11.452737808227539,10.686485290527344
159,Edgy Trimodal,3,7,0.035052377730607986,0.8016918301582336,11.45273494720459,12.909494400024414
160,Gaussian,0,8,0.049945615231990814,0.8150591850280762,11.643715858459473,7.763052940368652
161,Bimodal,1,8,0.017258746549487114,0.8150601983070374,11.64370346069336,14.81674575805664
162,Soft Trimodal,2,8,0.03918054699897766,0.8150590062141418,11.643712043762207,11.1427640914917
163,Edgy Trimodal,3,8,0.03134004771709442,0.8150587677955627,11.643708229064941,13.293373107910156
164,Gaussian,0,9,0.04537782818078995,0.8284280896186829,11.834689140319824,8.074950218200684
165,Bimodal,1,9,0.016611481085419655,0.8284285664558411,11.834677696228027,14.991424560546875
166,Soft Trimodal,2,9,0.03427879512310028,0.8284283876419067,11.834685325622559,11.471455574035645
167,Edgy Trimodal,3,9,0.02911256067454815,0.8284280896186829,11.834681510925293,13.582565307617188
168,Gaussian,0,10,0.04313762113451958,0.8416328430175781,12.023334503173828,8.282833099365234
169,Bimodal,1,10,0.01616721600294113,0.8416319489479065,12.023322105407715,15.131940841674805
170,Soft Trimodal,2,10,0.03151469677686691,0.8416324853897095,12.023329734802246,11.71187973022461
171,Edgy Trimodal,3,10,0.0276184119284153,0.8416327238082886,12.023324966430664,13.808381080627441
172,Gaussian,0,11,0.04233643412590027,0.8542578816413879,12.20369815826416,8.415807723999023
173,Bimodal,1,11,0.01584818586707115,0.8542571663856506,12.203686714172363,15.248235702514648
174,Soft Trimodal,2,11,0.03001157008111477,0.8542584776878357,12.203694343566895,11.896110534667969
175,Edgy Trimodal,3,11,0.02643711492419243,0.8542578220367432,12.203690528869629,13.991771697998047
176,Gaussian,0,12,0.042365945875644684,0.8668824434280396,12.384060859680176,8.503739356994629
177,Bimodal,1,12,0.015622000209987164,0.8668838143348694,12.384050369262695,15.347065925598145
178,Soft Trimodal,2,12,0.02933630719780922,0.8668840527534485,12.384057998657227,12.039665222167969
179,Edgy Trimodal,3,12,0.025493251159787178,0.8668864965438843,12.384053230285645,14.144515037536621
180,Gaussian,0,13,0.042848896235227585,0.879509449005127,12.564425468444824,8.566058158874512
181,Bimodal,1,13,0.015461095608770847,0.879508376121521,12.564413070678711,15.433260917663574
182,Soft Trimodal,2,13,0.029083454981446266,0.8795099258422852,12.564420700073242,12.1542329788208
183,Edgy Trimodal,3,13,0.024872755631804466,0.8795104026794434,12.564416885375977,14.270318984985352
184,Gaussian,0,14,0.04357657954096794,0.8919928669929504,12.742748260498047,8.612447738647461
185,Bimodal,1,14,0.015345145016908646,0.8919916152954102,12.742733001708984,15.510200500488281
186,Soft Trimodal,2,14,0.029046213254332542,0.8919907212257385,12.742741584777832,12.249470710754395
187,Edgy Trimodal,3,14,0.02452116645872593,0.8919901847839355,12.74273681640625,14.372729301452637
188,Gaussian,0,15,0.044404689222574234,0.9038750529289246,12.912503242492676,8.647659301757812
189,Bimodal,1,15,0.01525639183819294,0.9038728475570679,12.912487030029297,15.579970359802246
190,Soft Trimodal,2,15,0.029120026156306267,0.9038742780685425,12.912495613098145,12.331892967224121
191,Edgy Trimodal,3,15,0.02431168034672737,0.9038721323013306,12.912491798400879,14.457603454589844
192,Gaussian,0,0,0.22231027483940125,0.7000002264976501,10.0,0.0
193,Bimodal,1,0,0.4950171411037445,0.7000002264976501,10.0,0.0
194,Soft Trimodal,2,0,0.3446493446826935,0.7000002264976501,10.0,0.0
195,Edgy Trimodal,3,0,0.46358099579811096,0.7000002264976501,10.0,0.0
196,Gaussian,0,1,0.17327989637851715,0.7155957818031311,10.222803115844727,1.7777390480041504
197,Bimodal,1,1,0.21682654321193695,0.7155957818031311,10.222803115844727,5.8019700050354
198,Soft Trimodal,2,1,0.21422246098518372,0.7155957818031311,10.222803115844727,3.067915439605713
199,Edgy Trimodal,3,1,0.27624228596687317,0.7155957818031311,10.222803115844727,3.917792558670044
200,Gaussian,0,2,0.1261470764875412,0.7304738759994507,10.435344696044922,3.4287145137786865
201,Bimodal,1,2,0.09518158435821533,0.7304747700691223,10.43533992767334,9.387260437011719
202,Soft Trimodal,2,2,0.13158023357391357,0.7304747700691223,10.435343742370605,5.413640022277832
203,Edgy Trimodal,3,2,0.15952110290527344,0.730474591255188,10.435341835021973,6.883986473083496
204,Gaussian,0,3,0.08986172080039978,0.745326817035675,10.647536277770996,4.822142124176025
205,Bimodal,1,3,0.04979809373617172,0.7453272938728333,10.64753246307373,11.454751968383789
206,Soft Trimodal,2,3,0.08393143862485886,0.7453272342681885,10.64753532409668,7.145925998687744
207,Edgy Trimodal,3,3,0.0961352288722992,0.7453268766403198,10.647534370422363,8.947259902954102
208,Gaussian,0,4,0.06738331913948059,0.7598141431808472,10.854479789733887,5.899050712585449
209,Bimodal,1,4,0.03382188081741333,0.7598122358322144,10.85446834564209,12.613226890563965
210,Soft Trimodal,2,4,0.059375494718551636,0.759813129901886,10.854475021362305,8.368446350097656
211,Edgy Trimodal,3,4,0.06478779762983322,0.759811282157898,10.854472160339355,10.33878231048584
212,Gaussian,0,5,0.053315430879592896,0.7739242315292358,11.056062698364258,6.719442844390869
213,Bimodal,1,5,0.023407025262713432,0.7739238142967224,11.056051254272461,13.394597053527832
